address,japanese,korean,compact_len,slot_len,overflow_bytes,freq
0x00D830D0,０１２３４５６７８９／平地山川森道路都市海港橋浅瀬首空工場岩礁防御収入回復一,0123456789/평지 산 강 숲 도로 도시 바다 항구 다리 얕은여울 본부 하늘 공장 암초 방어 수입 회복 1,78,76,2,1
0x00D9103F,・・・と思わない？,...라고 생각하지 않아?,20,18,2,1
0x00D92899,だから、占領とちゅう0x00D928C6,あなたの番の最初に行動させておくのがいいわ。,44,42,2,1
0x00D931CB,正面から戦うのは、あまりいい作戦とは,정면에서 싸우는 건 그다지 좋은 작전이라고는,38,36,2,1
0x00D958C1,できる範囲の見方,가능한 범위의 보는 법,18,16,2,1
0x00D96806,下の中立都市には,아래의 중립 도시에는,18,16,2,1
0x00D9AE4D,移動しないと,이동하지 않으면,14,12,2,1
0x00D9B233,だからここから動かないで,그러니까 여기서 움직이지 말고,26,24,2,1
0x00D9C166,できる地形は　浅瀬、港のみ。,"할 수 있는 지형은 얕은 여울, 항구뿐.",30,28,2,1
0x00D9DCAE,この地形・・・「0x00D9DD56,ちなみに、この地形「岩礁」も、「森」と同じく,44,42,2,1
0x00DA03C9,入りきっていないことにも注意してね0x00DA03F2,十字ボタンの下を押して、いちばん下まで,38,36,2,1
0x00DA0BFC,したい,하고 싶어,8,6,2,1
0x00DA105D,を出すには、動かせるユニッ,을 내보내려면 움직일 수 있는 유닛,28,26,2,1
0x00DA14AB,ここは練習だ0x00DA158C,を動かさないでね。,18,16,2,1
0x00DA2341,のしかたや簡単な戦略の,하는 방법이나 간단한 전략의,24,22,2,1
0x00DA28BB,だから,그러니까,8,6,2,1
0x00DA3D92,「橋」は「川」にかかってる事が多いの,「다리」는 「강」 위에 놓여 있는 경우가 많아,38,36,2,1
0x00DA3DC6,「川」は歩兵系以外の地上ユニットは入れないか,「강」은 보병 계열 이외의 지상 유닛은 들어갈 수 없거나,46,44,2,1
0x00DA4093,この授業は、戦いを進めていく上での簡単な,이번 수업은 전투를 진행해 나가는 데 필요한 간단한,42,40,2,1
0x00DC2ECA,全部隊を修理できるん0x00DC2EF3,受けてるユニットがいるときに使うべきね。,40,38,2,1
0x00DC4D17,ふつうは0x00DC4672,ホイップは　強いユニットがいるのをいいことに,42,40,2,1
0x00DC688A,何としても　やつらを,무슨 수를 써서라도 놈들을,22,20,2,1
0x00DC6CAA,さて・・・と。,그럼... 어디 보자.,16,14,2,1
0x00DC9DC5,シレイは、何もされなかった？,"지휘관은, 아무 일도 당하지 않았어?",30,28,2,1
0x00DCF148,で運ぶには海に,로 옮기려면 바다에,16,14,2,1
0x00DD0391,と、いうわけだ！,"그러니까, 그런 거다!",18,16,2,1
0x00DD099F,このわしが　命にかえても,이 늙은이가 목숨을 바쳐서라도,26,24,2,1
0x00DEDD7A,対陸、対空攻撃をこなす。,"대지, 대공 공격을 모두 해낸다.",26,24,2,1
0x00DF20BA,首都占領、敵全滅のどちらかで勝てるわ！,"수도 점령, 적 전멸 중 어느 쪽이든 승리할 수 있어!",40,38,2,1
0x00DF23F2,ここも、首都占領か敵全滅で勝てるわ！,"여기도, 수도 점령이나 적 전멸로 이길 수 있어!",38,36,2,1
0x00DF2D26,どんな状況でも戦える,어떤 상황에서도 싸울 수 있는,24,22,2,1
0x00DF2E02,メカのことなら,메카에 관한 일이라면,18,16,2,1
0x00DF3766,のんびり　ゆっくりが,느긋하게 천천히 하는 것을,22,20,2,1
0x00DF68F6,今までのうでだめしよ。さあ、ちゃんと,"지금까지의 실력을 시험하는 거야. 자, 제대로",38,36,2,1
0x00DF6EFA,を用意してると,를 준비하고 있다고,16,14,2,1
0x00DF783B,0x00DF8F83,おともだちとゲームボーイをつないであそぶ、,42,40,2,1
0x00DF8CCE,ナニヌネノ　ァィゥェォ,나니누네노 작은 아 이 우 에 오,24,22,2,1
0x00DF9FD4,ナニヌネノァィゥェォ,나니누네노아아이우에오,22,20,2,1
0x00DFA872,特別なつづきから,특별한 이어하기에서,18,16,2,1
0x00DFB8F3,もし、ウチで今売ってるマップを買いしめた,만약 우리 가게에서 지금 파는 지도을 전부 사들이면,42,40,2,1
0x00DFF15A,以前はさんざんやられたが,예전에는 아주 호되게 당했지만,26,24,2,1
0x00E00851,オレは、直接攻撃なら誰にも負けない自信を,나는 직접 공격이라면 누구에게도 지지 않을 자신이,42,40,2,1
0x00E02FFE,な、何をいうか！,"뭐, 뭐라고 하는 거냐!",18,16,2,1
0x00EC312E,指定日が終了した時に所有拠点数で決着をつけます,지정한 날짜가 끝났을 때 보유 거점 수로 승부를 결정합니다,48,46,2,1
0x00A01BA9,今度は拠点を作り、,"이번에는 거점을 세우고,",21,18,3,1
0x00A04028,うそね。,거짓말이야.,11,8,3,1
0x00A04107,最初からやり直せるわ。,처음부터 다시 시작할 수 있어.,25,22,3,1
0x00A0461D,２日で占領できるって事だ。,이틀이면 점령할 수 있다는 뜻이야.,29,26,3,1
0x00A04661,耐久力が元に戻っちまう。,내구력이 원래대로 돌아가 버려.,27,24,3,1
0x00A0471C,軽戦車隊を出せ。,경전차대를 내보내라.,19,16,3,1
0x00A07B35,爆撃機や戦闘機の使用許可が出ていません！,폭격기나 전투기의 사용 허가가 나오지 않았습니다!,43,40,3,1
0x00A07E03,１機でも多く倒してこい！,한 기라도 더 많이 쓰러뜨리고 와!,27,24,3,1
0x00A08CFD,初めまして！,처음 뵙겠습니다!,15,12,3,1
0x00A09362,陸と海に攻撃できる上、,"육지와 바다를 공격할 수 있고,",25,22,3,1
0x00A0ADD0,陸続きで砲台まで移動できるし、,"육지로 이어져 포대까지 이동할 수 있고,",33,30,3,1
0x00A0C722,これは敵にもいえる事ね。,이건 적에게도 해당되는 일이야.,27,24,3,1
0x00A0FCBD,敵研究所を攻撃する作戦を進めていました。,적 연구소를 공격하는 작전을 진행하고 있었습니다.,43,40,3,1
0x00A0FD7F,兵を出しますか？,병력을 출격시킬까요?,19,16,3,1
0x00A0FE1D,このまま作戦を続けます！,이대로 작전을 계속하겠습니다!,27,24,3,1
0x00A102DB,すりぬけて工場を押さえに行くのも手ね。,빠져나가서 공장을 점령하러 가는 것도 방법이네.,41,38,3,1
0x00A11488,命ごいか？,목숨 구걸이냐?,13,10,3,1
0x00A118DB,突撃したら敵の思うツボよ。,돌격하면 적의 의도대로 되는 거야.,29,26,3,1
0x00A123A6,ここでの勝利は大きいわ。,여기서의 승리는 큰 의미가 있어.,27,24,3,1
0x00A123C1,今日は基地に帰って祝杯ね！,오늘은 기지로 돌아가 축배를 들자!,29,26,3,1
0x00A12BDF,急に大声だして。,갑자기 큰 소리를 내고.,19,16,3,1
0x00A1302F,危なかったかもね。,위험했을지도 모르겠네.,21,18,3,1
0x00A133DC,一つの手よ。,한 가지 방법이야.,15,12,3,1
0x00A13977,あそび場なんだしさ。,어차피 놀이터니까 말이야.,23,20,3,1
0x00A13FF7,今度行ってみましょうや。,이번에는 한번 가 보도록 합시다.,27,24,3,1
0x00A1485C,加わりませんか？,함께하지 않겠습니까?,19,16,3,1
0x00A14A2E,かしこいと思いませんか？,영리하다고 생각하지 않습니까?,27,24,3,1
0x00A14B33,好きにしていい理由はねえ。,마음대로 해도 되는 이유는 아니야.,29,26,3,1
0x00A160E6,他国の力など、かりずとも、,"다른 나라의 힘 따위 빌리지 않아도,",29,26,3,1
0x00A18C04,好き勝手させぬぞ！,마음대로 못 하게 하겠다!,21,18,3,1
0x00A1AB3D,無事で何より。,무사하니 다행이야.,17,14,3,1
0x00A1B25D,今は何よりも時間が大事。,지금은 무엇보다 시간이 중요해.,27,24,3,1
0x00A1CF6C,まん中の工場を取りにいかなきゃ・・0x00A1D0C4,他のショーグンに援軍をもとめられますか？,39,36,3,1
0x00A1D04A,最後の最後でいい！,마지막 순간이라도 좋아!,21,18,3,1
0x00A1D3A3,溶岩がふきだしてる。,용암이 뿜어져 나오고 있어.,23,20,3,1
0x00A1D3EB,勝つためだ。,이기기 위해서야.,15,12,3,1
0x00A1D3F9,多少はやむをえん。,어느 정도는 어쩔 수 없다.,21,18,3,1
0x00A1D8AA,ハンナが礼を言っていたと,한나가 고맙다고 전해 달라더군.,27,24,3,1
0x00A1D9AD,次も失敗するなよ。,다음에도 실패하지 마라.,21,18,3,1
0x00A1DB6C,悪しゅみなまねはせん。,악취미 같은 짓은 하지 않는다.,25,22,3,1
0x00A1DF8B,ここに着くのだ？,여기에 도착하는 거야?,19,16,3,1
0x00A1E3DF,決まったも同然だな。,이미 결정된 거나 다름없군.,23,20,3,1
0x00A214FE,この私の相手を？,이 나를 상대하겠다고?,19,16,3,1
0x00A21C7E,歩兵部隊はどうしました？,보병 부대는 어떻게 되었습니까?,27,24,3,1
0x00A2214C,有利に戦えるわ。,유리하게 싸울 수 있어.,19,16,3,1
0x00A225A2,ショーグンらしき者を発見したとの報告が。,쇼군으로 보이는 자를 발견했다는 보고가 들어왔다.,43,40,3,1
0x00A23540,ゼロに近くなったらしい。,거의 제로에 가까워진 모양이야.,27,24,3,1
0x00A23DE8,今さら戦いなどしとうない。,이제 와서 싸움 따윈 하고 싶지 않다.,29,26,3,1
0x00A24239,敵を全滅させれば図面が手に入るかも。,적을 전멸시키면 설계도를 손에 넣을지도 몰라.,39,36,3,1
0x00A249DD,できれば陸だけでなく、,"가능하다면 육지만이 아니라,",25,22,3,1
0x00A24E63,勝ったも同然！,이긴 거나 다름없어!,17,14,3,1
0x00A25926,陸で敵を食い止め、,"육지에서 적을 막아 내고,",21,18,3,1
0x00A25B00,この目で見届けてやる。,이 눈으로 끝까지 지켜봐 주마.,25,22,3,1
0x00A25C78,他の国の報告も同じようね。,다른 나라의 보고도 같은 모양이네.,29,26,3,1
0x00A26497,考える方が自然ね。,생각하는 게 자연스럽지.,21,18,3,1
0x00A26725,楽勝楽勝ってか！,낙승 낙승이라 이거지!,19,16,3,1
0x00A280A3,先の話なんて、,"나중 이야기 같은 건,",17,14,3,1
0x00A28BC3,それぞれの家へ帰せるわ。,각자의 집으로 돌려보낼 수 있어.,27,24,3,1
0x00A2A082,にはおとるがかなり強力。,보다는 떨어지지만 꽤 강력하다.,27,24,3,1
0x00A2A1DF,使うので連射はできない。,사용하므로 연사는 불가능하다.,27,24,3,1
0x00A2A622,まがった事が大きらい。,비뚤어진 일을 매우 싫어한다.,25,22,3,1
0x00A2AC45,守備力とも高めだが、,"방어력 모두 높은 편이지만,",23,20,3,1
0x00A2B429,力任せな攻撃をするので、,"힘으로 밀어붙이는 공격을 해서,",27,24,3,1
0x00A2B873,手段を選ばない。,수단을 가리지 않는다.,19,16,3,1
0x00A2B9E0,前作でもうかったので、,"전작에서 돈을 벌었기 때문에,",25,22,3,1
0x00A2BAC4,安く生産できる上、,"저렴하게 생산할 수 있고,",21,18,3,1
0x00A2FE77,次も負けないぞ！,다음에도 지지 않겠다!,19,16,3,1
0x00A3048C,あせった方が負けよ！,초조해하는 쪽이 지는 거야!,23,20,3,1
0x00A30904,ザコに用はない・・・,잔챙이에게 볼일은 없다...,23,20,3,1
0x00A30E74,私と戦えた事・・・,나와 싸울 수 있었던 것...,21,18,3,1
0x00A31374,ここらで大勝負じゃ！,이쯤에서 크게 승부를 걸자!,23,20,3,1
0x00A31B15,はが立たない。,상대가 되지 않는다.,17,14,3,1
0x00A31C09,足を取られないで進める。,발이 묶이지 않고 나아갈 수 있다.,27,24,3,1
0x00A3217D,ほぼごかくに戦える。,거의 대등하게 싸울 수 있다.,23,20,3,1
0x00A329A1,間接攻撃ができ、,"간접 공격이 가능하며,",19,16,3,1
0x00A34551,何としてでも右上の１０個の都市を守るのよ！,무슨 일이 있어도 오른쪽 위 10개의 도시를 지키는 거야!,45,42,3,1
0x00A34C66,セーブデータを消去中です。,저장 데이터를 삭제하는 중입니다.,29,26,3,1
0x00D90945,でもたおせるわ。,라도 쓰러뜨릴 수 있어.,19,16,3,1
0x00D91DF4,数で押せばなんとかなるわ！,수로 밀어붙이면 어떻게든 될 거야!,29,26,3,1
0x00D92A76,話を戻すわね。,이야기로 돌아갈게.,17,14,3,1
0x00D9307B,が攻撃で傷ついたら、その分,"가 공격으로 피해를 입으면, 그만큼",29,26,3,1
0x00D937C8,役立たずどもめ！,쓸모없는 놈들 같으니!,19,16,3,1
0x00D93E20,赤色で見える範囲が、,"빨간색으로 보이는 범위가,",23,20,3,1
0x00D9497F,もうこっちのものよ。,이제 우리 승리나 다름없어.,23,20,3,1
0x00D972FF,海でも移動できるの！,바다에서도 이동할 수 있어!,23,20,3,1
0x00D974B5,が移動できる地形のみよ,가 이동할 수 있는 지형뿐이야.,25,22,3,1
0x00D9B70F,これで最後よ。,이걸로 마지막이야.,17,14,3,1
0x00D9BDE4,できる地形は、浅瀬、港のみ、,"갈 수 있는 지형은, 얕은 여울, 항구뿐,",31,28,3,1
0x00D9DDB6,話をもどすわね。,이야기를 다시 돌릴게.,19,16,3,1
0x00D9E039,ここかここよ。,여기 아니면 여기야.,17,14,3,1
0x00DA0D90,は一番上だから、ここで,"은 가장 위에 있으니까, 여기서",25,22,3,1
0x00DA1B71,は、誰にも,"은, 누구에게도",13,10,3,1
0x00DC3DBD,独立で行動してる空部隊があるらしいの！,독자적으로 행동하는 공중 부대가 있는 모양이야!,41,38,3,1
0x00DC4AF2,もうこんな時間か。,벌써 시간이 이렇게 됐나.,21,18,3,1
0x00DCB726,おまたせ！,오래 기다렸지!,13,10,3,1
0x00DCDAE9,じゃないと、安心して先に進めないわ。,그렇지 않으면 안심하고 앞으로 나아갈 수 없어.,39,36,3,1
0x00DCEF96,でも　もうこれでさいご。,하지만 이제 이걸로 마지막이야.,27,24,3,1
0x00DD09BA,守ってみせる！！！,반드시 지켜 보이겠어!!!,21,18,3,1
0x00DEA54A,５マップ目です。,다섯 번째 지도입니다.,19,16,3,1
0x00DECBD9,に戦える。,에 싸울 수 있다.,13,10,3,1
0x00DED12A,副砲での、歩兵系以外の,"부포로 하는, 보병 계열 이외의",25,22,3,1
0x00DED83D,運べるユニットは歩兵系。,수송할 수 있는 유닛은 보병 계열.,27,24,3,1
0x00DEDA7E,「２」の射程に,「2」의 사정거리에,17,14,3,1
0x00DF347A,射程ものびる。,사정거리도 늘어난다.,19,16,3,1
0x00DFBB5A,よう、らっしゃい0x00DFB6F3,今日はなんにするかい？,21,18,3,1
0x00E01922,動き出したの！,움직이기 시작했어!,17,14,3,1
0x00E06B80,しばらくはおきないわ。,한동안은 깨어나지 않을 거야.,25,22,3,1
0x00805394,攻撃補給部隊全待状況,공격 보급 부대 전체 대기 상황,24,20,4,1
0x0089BBAF,・攻‘’『・攻‘’『,・공격‘’『・공격‘’『,24,20,4,1
0x00A09D8A,港で待機するか,항구에서 대기하거나,18,14,4,1
0x00A0A234,今回は時間が限られていて,이번에는 시간이 제한되어 있어서,28,24,4,1
0x00A143E7,よくばって突入しすぎちゃ,욕심내서 너무 깊이 돌입하지 마라,28,24,4,1
0x00A15BAF,指揮官の判断は将兵の命を,지휘관의 판단은 장병들의 목숨을,28,24,4,1
0x00A20256,敵に取らないよう,적에게 빼앗기지 않도록,20,16,4,1
0x00A21DB1,わが国の町を,우리 나라의 마을을,16,12,4,1
0x00A225DE,すぐに追撃す0x00A2266F,やってみねばわからぬ。,22,18,4,1
0x00A235DE,無視す0x00A236C4,誰もいないみたい。,18,14,4,1
0x00A249F4,空からの守りも,하늘로부터의 수비도,18,14,4,1
0x00A26B28,他国の者に聞く前に、,다른 나라 사람에게 묻기 전에,24,20,4,1
0x00A2728C,だまらせた方が,입을 다물게 하는 편이,18,14,4,1
0x00A2A21A,パイプと同じ装甲で作られ,파이프와 같은 장갑으로 만들어져,28,24,4,1
0x00A2AA08,歩兵系の移動力が１増え、,"보병 계열의 이동력이 1 증가하고,",28,24,4,1
0x00A2AA34,歩兵系の移動力が２増え、,"보병 계열의 이동력이 2 증가하고,",28,24,4,1
0x00A2BE92,スキ　・用事のない雨の日,좋아하는 것 ・ 볼일 없는 비 오는 날,28,24,4,1
0x00A2BF28,車両系、海系の攻撃が苦手。,"차량 계열, 해상 계열 공격은 약하다.",30,26,4,1
0x00A2D780,この海は誰のもの,이 바다는 누구의 것인가,20,16,4,1
0x00A2FFD7,戦いは力だけではないわ,싸움은 힘만으로 되는 게 아니야,26,22,4,1
0x00A316C2,ほとんどの地形を、同じ,대부분의 지형을 같은 방식으로,26,22,4,1
0x00A32785,対地、対空攻撃をこなす。,"대지, 대공 공격을 모두 수행한다.",28,24,4,1
0x00B82D82,アニメなし,애니메이션 없음,14,10,4,1
0x00D686DF,υυυ菖υυυ衝,υυυ창포υυυ충돌,20,16,4,1
0x00D92F4A,あとどのくらいで,앞으로 얼마나 더 있어야,20,16,4,1
0x00D96CF3,を使える段階では,을 쓸 수 있는 단계에서는,20,16,4,1
0x00D98136,あの兵力を全滅？！,그 병력을 전멸시켰다고?!,22,18,4,1
0x00DA1BB3,さあ、話を戻すわよ。,"자, 다시 이야기로 돌아갈게.",24,20,4,1
0x00DCA253,ことだし　ね。,"그런 거니까, 말이야.",18,14,4,1
0x00DD12D2,いーえ　なんにも。,"아뇨, 아무것도 아닙니다.",22,18,4,1
0x00DED20D,安く、移動力があるため,저렴하고 이동력이 있기 때문에,26,22,4,1
0x00DED3A1,対する0x00DED486,のマシンガンでの、,18,14,4,1
0x00DF561F,陸ユニットでは　歩兵系,육상 유닛 중에서는 보병 계열만,26,22,4,1
0x00DF8CEA,ハヒフヘホ　ッャュョー,하히후헤호 작은 츠 야 유 요 장음,26,22,4,1
0x00E048F2,させぬ　させぬぞぉ！,"못 하게 한다, 절대 못 하게 해!",24,20,4,1
0x00A01B98,同じ失敗はせぬ。,같은 실패는 하지 않는다.,21,16,5,1
0x00A01F0F,海空の敵を全滅させろ！,해상과 공중의 적을 전멸시켜라!,27,22,5,1
0x00A0237C,得意の海軍でせまるモップ、,"자랑하는 해군으로 압박해 오는 모프,",31,26,5,1
0x00A0858B,こりない連中よね。,질리지도 않는 녀석들이네.,23,18,5,1
0x00A0F583,そばにある工場や港を取って、,"근처에 있는 공장이나 항구를 차지하고,",33,28,5,1
0x00A12520,新兵器が作れるかもって戦いだったから・・・,신무기를 만들 수 있을지도 모른다는 싸움이었으니까...,47,42,5,1
0x00A1539C,うかつには動けん。,경솔하게는 움직일 수 없다.,23,18,5,1
0x00A156CD,気負うのは悪くないが、,"의욕이 앞서는 건 나쁘지 않지만,",27,22,5,1
0x00A16026,好きにはさせん！,마음대로 하게 둘 수 없다!,21,16,5,1
0x00A1B4D8,あと１日ですが。,이제 하루 남았습니다만.,21,16,5,1
0x00A1BC86,敵戦艦が動き出しました！,적 전함이 움직이기 시작했습니다!,29,24,5,1
0x00A1D788,火山からふきだす溶岩だが、,"화산에서 뿜어져 나오는 용암이지만,",31,26,5,1
0x00A1FF2B,勝利できたのだ。,승리할 수 있었던 것이다.,21,16,5,1
0x00A20633,力押しだけじゃ被害が増えてしまうわ。,무작정 밀어붙이기만 하면 피해가 늘어나고 말아.,41,36,5,1
0x00A20CD9,甘えなどは通用せん。,어리광 따위는 통하지 않는다.,25,20,5,1
0x00A212F7,戦いは好かんが、,"싸움은 좋아하지 않지만,",21,16,5,1
0x00A21AAA,きっと勝利がつかめます！,반드시 승리를 거머쥘 수 있습니다!,29,24,5,1
0x00A23C36,ヘでもないわい。,아무것도 아니란 말이다.,21,16,5,1
0x00A259CC,今度こそ勝たねばならん！,이번에야말로 반드시 이겨야 한다!,29,24,5,1
0x00A25DF4,よそで行われる事なら、,"다른 곳에서 벌어지는 일이라면,",27,22,5,1
0x00A2679C,次もガンバりますっ！,다음에도 열심히 하겠습니다!,25,20,5,1
0x00A267D8,次の敵は、今以上の戦力ね。,다음 적은 지금보다 더 강한 전력이야.,31,26,5,1
0x00A2A4D4,メカ好きの元気な男の子。,기계를 좋아하는 활발한 남자아이.,29,24,5,1
0x00A2B122,雨でも移動力が下がらない。,비가 와도 이동력이 떨어지지 않는다.,31,26,5,1
0x00A31FE0,重戦車砲での、歩兵系以外の,"중전차포를 사용한, 보병 계열 이외의",31,26,5,1
0x00A3396D,でも移動力が下がりにくい。,에서도 이동력이 잘 떨어지지 않는다.,31,26,5,1
0x00A33A65,浅瀬を移動できること。,얕은 여울을 이동할 수 있다는 것.,27,22,5,1
0x00D977C7,能力をためすためよ,능력을 시험해 보기 위해서야.,25,20,5,1
0x00D9A117,を守りぬくの。,을 끝까지 지키는 거야.,19,14,5,1
0x00DA0616,空港での「生産」ね。,공항에서의 「생산」 말이야.,25,20,5,1
0x00DA0802,港での「生産」ね。,항구에서의 「생산」이야.,23,18,5,1
0x00DA3ED2,だけど、空系ユニットには地形防御力はプラス,하지만 공중 계열 유닛에는 지형 방어력이 추가되지 않아.,47,42,5,1
0x00DC7E9A,このイ0x00DC81BF,あんたのちから　じっくり見せてもらうわね！,39,34,5,1
0x00DCF9BF,ヒマはないはずだ！,꾸물거릴 시간은 없을 텐데!,23,18,5,1
0x00DEEE16,撃されない。隣接されない,격당하지 않는다. 인접당하지 않는,29,24,5,1
0x00DF6E29,きっと、私の考えすぎね。,분명 내가 너무 깊이 생각한 거겠지.,29,24,5,1
0x00DF71DE,海ユニットの説明よ。,해상 유닛에 대한 설명이에요.,25,20,5,1
0x00DFBA21,一度は入ってみるんだな！,한 번쯤은 들어가 보는 게 좋을 거야!,29,24,5,1
0x00DFCE46,この他に、雨が降りやすい「雨男」ってことは,"이것 말고도, 비가 잘 내리는 「비 부르는 남자」라는 점은",47,42,5,1
0x009D3570,マップを受信中よ、しば0x009D3684,おともだちがそろったら、スタートを押してね！！,44,38,6,1
0x00A1CB67,空と海の戦いなら,하늘과 바다의 싸움이라면,22,16,6,1
0x00A1D6B3,あいつ、何様のつもりだ。,"저 녀석, 자기가 뭐라도 되는 줄 아나.",30,24,6,1
0x00A1DCA1,まず上と右の工場を,먼저 위쪽과 오른쪽의 공장을,24,18,6,1
0x00A25939,その間に0x00A25A62,オレにやらせてくれ。,20,14,6,1
0x00A30AFC,生きては帰さぬ・・・！,살아서 돌아가게 두지 않겠다...!,28,22,6,1
0x00D9672E,攻撃範囲を見たいユニ0x00D96797,まずは、川の間にいる敵部隊をやっつけるの。,42,36,6,1
0x00DC2BC8,0x00DC2C8E,ここで、勝利条件をえらぶと、このマップで勝つ,44,38,6,1
0x00DF58DB,港をも0x00DF597B,陸から海に続く地形。,20,14,6,1
0x00A1382E,気楽にがんばります。,가벼운 마음으로 힘내겠습니다.,27,20,7,1
0x00A15C6D,次こそ勝ってみせる！,다음번엔 반드시 이기고 말겠다!,27,20,7,1
0x00A1D73A,戦場で私情ははさまん。,전장에서 사정은 끼워 넣지 않는다.,29,22,7,1
0x00A22316,今後をどうするかです。,앞으로 어떻게 할지가 문제입니다.,29,22,7,1
0x00A32895,一撃で相手を倒せる。,일격에 상대를 쓰러뜨릴 수 있다.,27,20,7,1
0x00DEE496,爆弾での、船系に,"폭탄으로 하는, 함선 계열에",23,16,7,1
0x00DF5DB4,コスモランドへようこそ！,코스모랜드에 오신 것을 환영합니다!,31,24,7,1
0x00DF7346,前回の作戦で使えた、,"지난 작전에서 사용할 수 있었던,",27,20,7,1
0x00805A24,０１２３４５６７８９アイウエオカキクケコサシスセソタチツテトナニヌネノハヒフヘホマミムメモヤユヨラリルレロワヲンャュョァィゥェォッーガギグゲゴザジズゼゾダヂヅデドバビブベボパピプペポ”゜,０１２３４５６７８９아이우에오 카키쿠케코 사시스세소 타치츠테토 나니누네노 하히후헤호 마미무메모 야유요 라리루레로 와오응 야유요 아이우에오 츳 장음 가기구게고 자지즈제조 다지즈데도 바비부베보 파피푸페포 탁점 반탁점,194,186,8,1
0x00DC8A39,自分のトクイなユニットを0x00DC86CA,さいしょは　ユニットがやられてもいいくらいの,42,34,8,1
0x00DF2B9C,戦闘アニメと占領アニメ,전투 애니메이션과 점령 애니메이션,30,22,8,1
0x00BE701C,拠点全滅ふさんか？,거점을 전멸시키지 않겠습니까?,27,18,9,1
0x00DFA885,特別よ特別よ特別よ特別よ特別よ,특별이야 특별이야 특별이야 특별이야 특별이야,40,30,10,1
0x00A04DE2,ここには工場がないか0x00A04F54,反撃することもできないのだけれど・・・,38,24,14,1
0x00D74594,沓掘靴沓掘靴沓掘,신발파기구두신발파기구두신발파기,32,16,16,1
0x00A0FAE3,ジッケン台になる約0x00A0FCBD,敵研究所を攻撃する作戦を進めていました。,40,22,18,1
0x00A1C6EC,0x00A1CEAE,イーグルやハンナに会わせるかおがないや。,40,22,18,1
0x00A354E8,２４　レッドスター領0x00A351A4,てんそう中ですしばらくお待ちください。,38,20,18,1
0x00DCAF67,負けにな0x00DCAFBC,そう・・・工場やこちらの首都もふくめて、,40,22,18,1
0x00DFB964,ま、ゆっく0x00DFBC5B,ハードキャンペーンには、入ったことあるかい？,43,24,19,1
0x00B84C4C,ショーグン　モッ0x00BE7308,０１２３４５６７８９かくとくそうごう日,38,18,20,1
0x00A2125C,あな0x00A213A1,資金となって返ってくる事を知っておるかの？,41,20,21,1
0x00DC73C7,みなおし0x00DC798A,べつに考えてくれる人がいるんだからっ！,37,14,23,1
0x00D9226D,終わってしまう0x00D92558,占領できるところに近づけておくのがいいの。,42,18,24,1
0x00D94C9A,タマがなか0x00D94D8B,ユニットの最大値まで回復させることなの。,40,16,24,1
0x00D9833D,0x00D97F48,空ユニットは味方の首都、都市の上において,40,16,24,1
0x00A2BF5F,さらに、自軍都0x00A2C290,セレクトボタンでハードキャンペーンと切りかわります,50,24,26,1
0x00D991BB,がんばって0x00D993C4,・・・というふうに　くみあわせを考えながら,40,14,26,1
0x00DC394F,だったっ0x00DC3B5E,だから、ブレイクゲージがたまる前に、できる,42,14,28,1
0x00E0B7F5,ついて0x00E0B99C,あのショーグンブレイクが　やっかいよね・・・,42,14,28,1
0x00D7CDDB,虎虎虎虎虎虎虎原,호랑이호랑이호랑이호랑이호랑이호랑이호랑이벌판,46,16,30,1
0x00D7CE14,虎虎虎虎虎虎虎原,호랑이호랑이호랑이호랑이호랑이호랑이호랑이들판,46,16,30,1
0x008059C4,０１２３４５６７８９ルー索敵てんき将軍ブ0x00805A24,０１２３４５６７８９アイウエオカキクケコサシスセソタチツテトナニヌネノハヒフヘホマミムメモヤユヨラリルレロワヲンャュョァィゥェォッーガギグゲゴザジズゼゾダヂヅデドバビブベボパピプペポ”゜,186,94,92,1
0x00D82748,０１２３４５0x00D82878,０１２３４５６７８９開戦！ガンファイター空の王者マックス出撃スナイパー雪の中の戦い３人の過去特殊部隊長ドミノ能力キクチヨけんざんまちがい最強分断作戦アスカのねらいグリーンアースの海賊海おおいなるつばさ戦いのうしろでリョウ・コピー黒幕決着！シッコクノモリ,250,102,148,1
